Northern California,New York,Kansas,Texas,Hawaii,Banner,UPC
,10.09,1.99,,,Whole Foods,768628469
,18.89,1.99,18.29,,Whole Foods,496444498
,57.89,1.99,56.19,,Whole Foods,242277190
,18.19,1.99,17.69,,Whole Foods,674159443
,37.39,1.99,36.29,,Whole Foods,964715239
,15.19,1.99,,,Whole Foods,762977091
,2.49,1.99,2.39,,Whole Foods,784408530
,39.09,1.99,37.89,,Whole Foods,845328666
,22.19,1.99,,,Whole Foods,130186387
,1.79,1.99,,,Whole Foods,45845527
,41.89,1.99,40.69,,Whole Foods,113224794
,43.29,1.99,,,Whole Foods,514293895
,30.19,1.99,29.29,,Whole Foods,19982129
,16.89,1.99,,,Whole Foods,667968672
,39.39,1.99,,,Whole Foods,291765113
,51.89,1.99,50.39,,Whole Foods,883647960
,42.09,1.99,,,Whole Foods,222633181
,32.09,1.99,,,Whole Foods,535286391
,48.09,1.99,46.69,,Whole Foods,592298415
,63.39,,,,Whole Foods,876898615
,37.39,1.99,36.29,,Whole Foods,516205909
,21.19,1.99,20.59,,Whole Foods,554043945
,17.99,1.99,17.49,,Whole Foods,333868779
,15.99,1.99,15.49,,Whole Foods,339400596
,37.09,1.99,35.99,,Whole Foods,599921977
,61.89,1.99,60.09,,Whole Foods,714138116
,34.29,1.99,33.29,,Whole Foods,349132748
,29.19,1.99,,,Whole Foods,315128578
,18.09,1.99,17.59,,Whole Foods,446836510
,55.59,1.99,53.99,,Whole Foods,681789308
,57.69,1.99,,,Whole Foods,765932940
,58.19,1.99,56.49,,Whole Foods,655347860
,30.29,1.99,,,Whole Foods,256779462
,44.59,,,,Whole Foods,995745822
,26.09,1.99,,,Whole Foods,509056495
,26.49,1.99,25.69,,Whole Foods,73570156
,59.59,1.99,,,Whole Foods,305310988
,29.89,1.99,28.99,,Whole Foods,481217425
,12.79,1.99,12.39,,Whole Foods,98164748
,37.79,1.99,36.69,,Whole Foods,556223651
,19.29,1.99,,,Whole Foods,726593797
,27.29,,26.49,,Whole Foods,441772088
,65.29,1.99,63.39,,Whole Foods,873270447
,29.49,,28.59,,Whole Foods,641131808
,34.09,1.99,,,Whole Foods,962019991
,32.39,1.99,,,Whole Foods,909199429
,29.69,1.99,,,Whole Foods,200282631
,32.29,1.99,,,Whole Foods,653798822
,15.69,1.99,15.29,,Whole Foods,373709792
,52.69,,,,Whole Foods,698731992
,6.59,1.99,,,Whole Foods,866698043
,,43.86,44.32,,Walmart,287415946
,,12.23,12.43,,Walmart,437172755
,,8.45,8.55,,Walmart,740420827
,,32.01,,,Walmart,845328666
,,41.3,,,Walmart,201346142
,,21.26,21.41,,Walmart,783845705
,,13.63,13.71,,Walmart,25023603
,,46.31,,,Walmart,768303991
,,16.94,,,Walmart,594511101
,,44.4,44.82,,Walmart,826777526
,,3.05,,,Walmart,744789087
,,1.76,,,Walmart,355520088
,,13.03,,,Walmart,325260449
,,11.84,11.93,,Walmart,996262978
,,13.35,,,Walmart,246585815
,,21.24,21.43,,Walmart,106918220
,,35.4,,,Walmart,856365324
,,7.32,,,Walmart,296847415
,,31.31,31.66,,Walmart,403149940
,,18.66,18.85,,Walmart,568480217
,,26.37,26.64,,Walmart,16900911
,,46.0,46.51,,Walmart,79218866
,,45.94,46.41,,Walmart,505307561
,,42.22,42.64,,Walmart,557394018
,,49.56,50.05,,Walmart,514987291
,,3.47,3.44,,Walmart,749696942
,,30.9,,,Walmart,445351739
,,48.86,49.31,,Walmart,802480036
,,12.62,12.77,,Walmart,643610475
,,30.17,30.41,,Walmart,785234168
,,31.9,,,Walmart,658435562
,,51.11,51.75,,Walmart,436491453
,,48.72,,,Walmart,214212433
,,47.61,,,Walmart,120596009
,,14.77,,,Walmart,421938798
,,52.97,53.47,,Walmart,269567447
,,34.2,34.53,,Walmart,55404606
,,4.02,4.06,,Walmart,790066655
,,23.27,23.45,,Walmart,306137567
,,29.87,,,Walmart,771066892
,,31.27,31.56,,Walmart,481195187
,,16.64,,,Walmart,565021540
,,32.85,,,Walmart,163809044
,,46.67,,,Walmart,299905463
,,53.77,,,Walmart,220677427
,,4.04,4.03,,Walmart,488377803
,,49.09,49.59,,Trader Joes,737234743
,,30.79,31.09,,Trader Joes,468699741
,,23.89,24.19,,Trader Joes,428456157
,,47.19,47.69,,Trader Joes,22976162
,,40.59,41.09,,Trader Joes,340260209
,,21.29,21.59,,Trader Joes,728311671
,,25.19,,,Trader Joes,315128578
,,52.89,,,Trader Joes,726107443
,,28.89,29.19,,Trader Joes,502816606
,,54.29,,,Trader Joes,616240709
,,45.39,45.89,,Trader Joes,448330081
,,22.59,22.79,,Trader Joes,612864775
,,42.79,43.19,,Trader Joes,549873373
,,53.89,54.39,,Trader Joes,995798889
,,35.19,35.59,,Trader Joes,596626474
,,48.59,48.99,,Trader Joes,845893087
,,4.99,4.99,,Trader Joes,68034486
,,49.49,49.99,,Trader Joes,917100992
,,35.79,36.09,,Trader Joes,981620604
,,29.29,29.59,,Trader Joes,228591095
,,35.29,35.69,,Trader Joes,474794200
,,29.59,,,Trader Joes,349132748
,,15.59,15.79,,Trader Joes,446836510
,,38.49,38.89,,Trader Joes,414105716
,,35.29,35.69,,Trader Joes,354716417
,,36.09,36.49,,Trader Joes,238497653
,,45.79,46.29,,Trader Joes,886105169
,,22.89,23.09,,Trader Joes,73570156
,,15.89,16.09,,Trader Joes,386428225
,,11.89,11.99,,Trader Joes,523773926
,,46.09,46.59,,Trader Joes,887149013
,,6.79,6.89,,Trader Joes,744228999
,,42.49,42.99,,Trader Joes,200809424
,,55.59,56.09,,Trader Joes,437067209
,,10.49,10.59,,Trader Joes,358265858
,,16.19,16.29,,Trader Joes,471370637
,,10.69,,,Trader Joes,643110527
,,27.79,27.99,,Trader Joes,171858013
,,30.59,30.89,,Trader Joes,476935693
,,21.49,21.69,,Trader Joes,694669999
,,2.49,2.49,,Trader Joes,86858655
,,45.39,45.89,,Trader Joes,62563085
,,32.39,32.69,,Trader Joes,66025021
,,25.19,25.49,,Trader Joes,929458444
,,14.29,14.39,,Trader Joes,763083923
,,12.49,12.69,,Trader Joes,575714399
,,42.29,42.69,,Trader Joes,242743338
,,50.29,50.89,,Trader Joes,970617307
,,26.89,27.19,,Trader Joes,843645850
,,12.69,12.79,,Trader Joes,252888653
,,20.19,20.39,,Trader Joes,129232150
,,54.39,54.89,,Trader Joes,545019950
,,47.69,48.19,,Trader Joes,406039511
,,46.19,46.59,,Trader Joes,169472387
,,17.09,17.29,,Trader Joes,525505777
,,40.09,40.49,,Trader Joes,643048328
,,8.19,8.29,,Trader Joes,226008184
,,32.89,,,Trader Joes,403149940
,,15.29,15.49,,Trader Joes,582214622
,,38.49,38.89,,Trader Joes,152181269
,,44.39,,,Trader Joes,43366358
,,3.19,3.19,,Trader Joes,744789087
,,20.99,,,Trader Joes,110497121
,,40.09,40.49,,Trader Joes,742726716
,,49.59,50.09,,Trader Joes,746763504
,,28.29,28.59,,Trader Joes,812264326
,,39.09,39.49,,Trader Joes,564734116
,,3.59,3.59,,Trader Joes,749696942
,,13.59,13.69,,Trader Joes,373709792
,,26.09,26.29,,Trader Joes,397250295
,,54.39,54.99,,Trader Joes,797375865
,,12.09,12.19,,Trader Joes,634830299
,,22.59,22.79,,Trader Joes,333967502
,,16.99,17.19,,Trader Joes,955421336
,,2.89,2.89,,Trader Joes,651936351
,,30.79,31.09,,Trader Joes,107865183
,,49.79,50.29,,Trader Joes,300702726
,,32.59,32.89,,Trader Joes,556223651
,,16.89,17.09,,Trader Joes,874971914
,,4.59,4.69,,Trader Joes,236468029
,,45.39,45.89,,Trader Joes,723934665
,,54.89,,,Trader Joes,132112942
,,49.39,49.89,,Trader Joes,486230490
,,53.79,54.39,,Trader Joes,506238955
,,12.39,12.59,,Trader Joes,60042797
,,53.89,54.39,,Trader Joes,236677062
,,55.59,56.09,,Trader Joes,161076622
,,37.29,37.69,,Trader Joes,229341656
,,26.59,,,Trader Joes,953126270
,,2.39,2.49,,Trader Joes,592499340
,,18.99,19.19,,Trader Joes,588225773
,,2.79,2.79,,Trader Joes,371212986
,,7.69,7.69,,Trader Joes,296847415
,,5.59,5.59,,Trader Joes,786293238
,,13.79,,,Trader Joes,339400596
,,23.59,23.89,,Trader Joes,878698622
,,31.39,31.79,,Trader Joes,61566790
,,38.69,39.09,,Trader Joes,339765937
,,36.19,36.59,,Trader Joes,113224794
,,46.79,47.19,,Trader Joes,826777526
,,25.99,26.29,,Trader Joes,217512347
,,29.49,29.79,,Trader Joes,962019991
,,53.29,53.79,,Trader Joes,144644625
,,3.59,3.69,,Trader Joes,47174618
,,10.99,11.09,,Trader Joes,373413450
,,38.99,39.39,,Trader Joes,963136610
,,13.69,13.89,,Trader Joes,125829867
,,2.89,2.89,,Trader Joes,17066659
,,14.59,14.69,,Trader Joes,667968672
,,9.69,9.79,,Trader Joes,120290503
,,14.79,14.89,,Trader Joes,702868026
,,17.79,,,Trader Joes,594511101
,,37.49,37.79,,Trader Joes,416642778
,,39.69,40.09,,Trader Joes,700311165
,,43.29,,,Trader Joes,146021511
,,7.99,8.09,,Trader Joes,93696286
,,25.79,26.09,,Trader Joes,129833275
,,33.29,33.59,,Trader Joes,53317855
,,53.39,53.89,,Trader Joes,841392681
,,48.29,48.79,,Trader Joes,224558960
,,34.29,34.59,,Trader Joes,301161010
,,28.59,28.89,,Trader Joes,812183948
,,40.89,41.29,,Trader Joes,938758588
,,19.29,19.49,,Trader Joes,312735668
,,13.49,13.59,,Trader Joes,926444424
,,46.79,47.19,,Trader Joes,506754007
,,55.59,56.19,,Trader Joes,751783597
,,31.59,31.89,,Trader Joes,240879755
,,4.59,4.69,,Trader Joes,649976289
,,39.49,39.89,,Trader Joes,508604923
,,1.59,,,Trader Joes,770347410
,,4.89,4.89,,Trader Joes,872082334
,,41.29,41.69,,Trader Joes,836742374
,,18.09,18.29,,Trader Joes,213048650
,,55.49,56.09,,Trader Joes,976976235
,,34.29,34.69,,Trader Joes,212886542
,,43.69,44.19,,Trader Joes,620047925
,,51.29,51.79,,Trader Joes,214212433
,,50.19,50.69,,Trader Joes,655347860
,,29.39,29.69,,Trader Joes,56176612
,,33.09,33.39,,Trader Joes,992105314
,,56.59,57.19,,Trader Joes,220677427
,,23.59,23.89,,Trader Joes,336912254
,,51.39,51.99,,Trader Joes,802480036
,,28.59,28.89,,Trader Joes,300970093
,,37.39,37.79,,Trader Joes,678530217
,,37.19,37.59,,Trader Joes,292740862
,,9.29,9.39,,Trader Joes,564014969
,,16.79,,,Trader Joes,157966725
,,31.79,32.09,,Trader Joes,238441424
,,46.59,47.09,,Trader Joes,749133422
,,8.99,9.09,,Trader Joes,825958722
,,15.49,15.59,,Trader Joes,421938798
,,8.49,8.59,,Trader Joes,222180587
,,42.09,42.59,,Trader Joes,615706094
,,40.99,41.39,,Trader Joes,865020811
,,29.59,29.89,,Trader Joes,486482090
,,43.19,43.59,,Trader Joes,323385020
,,26.99,27.19,,Wegmans,283434497
,,3.19,3.29,,Wegmans,924190396
,,53.99,54.49,,Wegmans,726107443
,,12.29,12.39,,Wegmans,634830299
,,28.69,28.99,,Wegmans,364526351
,,4.29,4.29,,Wegmans,488377803
,,23.69,23.99,,Wegmans,365630841
,,55.69,56.19,,Wegmans,495847520
,,19.09,19.29,,Wegmans,677674656
,,27.49,27.79,,Wegmans,843645850
,,15.99,16.19,,Wegmans,674159443
,,56.39,56.99,,Wegmans,353626798
,,57.79,58.39,,Wegmans,676268953
,,2.49,2.49,,Wegmans,592499340
,,54.39,54.89,,Wegmans,144644625
,,6.19,6.29,,Wegmans,514805290
,,28.79,28.99,,Wegmans,430094535
,,54.79,55.29,,Wegmans,27866264
,,28.99,29.29,,Wegmans,942541787
,,22.79,,,Wegmans,106918220
,,16.29,16.39,,Wegmans,386428225
,,30.59,30.89,,Wegmans,526212256
,,46.19,46.69,,Wegmans,162356142
,,42.29,42.79,,Wegmans,592298415
,,8.49,8.59,,Wegmans,127887048
,,57.19,57.79,,Wegmans,584598491
,,34.49,34.89,,Safeway,481195187
,,8.59,,,Safeway,27595398
,,31.69,31.99,,Safeway,652377244
,,54.29,54.79,,Safeway,284293391
,,32.39,32.69,,Safeway,698510708
,,47.69,48.19,,Safeway,62563085
,,28.19,28.49,,Safeway,927879675
,,2.99,,,Safeway,651936351
,,15.69,15.79,,Safeway,923891080
,,55.89,56.49,,Safeway,227818213
,,17.49,17.69,,Safeway,234033889
,,49.69,50.19,,Safeway,35072231
,,7.19,7.19,,Safeway,744228999
,,39.29,,,Safeway,536411687
,,32.39,32.69,,Safeway,468699741
,,22.09,22.39,,Safeway,646726630
,,56.39,56.99,,Safeway,295208432
,,17.69,17.89,,Safeway,708930835
,,11.29,11.39,,Safeway,695599406
,,21.99,22.29,,Safeway,690451660
,,18.99,19.09,,Safeway,943281894
,,51.39,51.89,,Safeway,534500231
,,57.59,58.19,,Safeway,692276824
,,2.99,2.99,,Safeway,699701113
,,56.49,57.09,,Safeway,445250129
,,41.29,41.69,,Safeway,583814806
,,20.39,20.59,,Safeway,106365705
,,18.79,18.99,,Safeway,876226151
,,40.69,41.09,,Safeway,508453812
,,33.39,33.69,,Safeway,785234168
,,16.29,16.49,,Safeway,333868779
,,4.29,4.39,,Safeway,310069491
,,56.69,,,Safeway,436491453
,,38.59,,,Safeway,243785066
,,1.99,1.99,,Safeway,60168857
,,48.49,48.99,,Safeway,887149013
,,52.89,53.49,,Safeway,83141336
,,32.99,,,Safeway,248544810
,,16.29,16.39,,Safeway,421938798
,,16.69,16.89,,Safeway,386428225
,,55.79,,,Safeway,917901226
,,49.49,49.99,,Safeway,888599847
,,52.39,52.89,,Safeway,300702726
,,47.89,48.29,,Safeway,698731992
,,37.29,37.69,,Safeway,164485660
,,19.19,19.29,,Safeway,420577775
,,28.59,,,Safeway,45824749
,,51.29,51.79,,Safeway,768303991
,,4.99,5.09,,Safeway,551067349
,,20.79,20.99,,Safeway,58785197
,,54.09,54.59,,Safeway,802480036
,,37.19,37.59,,Safeway,966176819
,,0.89,0.89,,Safeway,604272498
,,0.89,0.89,,Safeway,499640947
,,10.39,10.49,,Safeway,736014357
,,5.49,5.59,,Safeway,238245641
,,18.19,,,Safeway,583382498
,,38.19,38.59,,Safeway,237280009
,,50.09,50.59,,Safeway,406039511
,,32.59,32.89,,Safeway,165254790
,,52.49,53.09,,Safeway,242277190
,,29.39,29.69,,Safeway,909199429
,,47.69,48.19,,Safeway,393028851
,,26.79,26.99,,Safeway,450309449
,,48.19,48.69,,Safeway,780230660
,,42.39,42.79,,Safeway,783899410
,,57.09,57.69,,Safeway,616240709
,,18.79,,,Safeway,690069404
,,18.39,18.59,,Safeway,565021540
,,31.69,32.09,,Safeway,271202170
,,20.19,20.39,,Safeway,130186387
,,46.89,47.29,,Safeway,817674221
,,12.49,12.59,,Safeway,523773926
,,2.69,2.69,,Safeway,70848410
,,0.99,0.99,,Safeway,278739906
,,18.39,18.49,,Safeway,48258595
,,37.89,38.29,,Safeway,55404606
,,14.99,15.19,,Safeway,25023603
,,41.29,41.69,,Safeway,870309366
,,28.79,29.09,,Safeway,416414679
,,38.89,39.29,,Safeway,854985252
,,19.49,19.69,,Safeway,683810722
,,45.59,45.99,,Safeway,146021511
,,52.19,52.69,,Safeway,746763504
,,9.69,9.79,,Safeway,564014969
,,20.79,20.99,,Safeway,617543188
,,56.69,57.29,,Safeway,70124770
,,3.69,3.69,,Safeway,205698731
,,13.49,13.69,,Safeway,375993782
,,7.59,7.59,,Safeway,832037986
,,25.09,25.39,,Safeway,428456157
,,49.09,49.59,,Safeway,374824958
,,20.29,20.49,,Safeway,680584021
,,20.69,,,Safeway,641206219
,,59.29,59.89,,Safeway,873270447
,,35.79,36.19,,Safeway,920526931
,,54.59,55.09,,Safeway,506732002
,,6.39,6.49,,Safeway,311625369
,,39.39,39.79,,Safeway,827531126
,,52.69,53.19,,Safeway,367626432
,,13.59,13.69,,Safeway,929137671
,,34.59,34.99,,Safeway,403149940
,,39.59,39.99,,Safeway,769464973
,,56.29,56.89,,Safeway,461128883
,,7.19,7.29,,Safeway,827210689
,,54.69,55.19,,Safeway,319176479
,,23.49,23.69,,Safeway,106918220
,,9.29,,,Safeway,265077864
,,54.99,,,Safeway,795655973
,,37.59,37.89,,Safeway,503966459
,,52.19,52.69,,Safeway,627831552
,,47.59,48.09,,Safeway,162356142
,,46.59,47.09,,Safeway,43366358
,,40.99,41.39,,Safeway,963136610
,,38.19,38.59,,Safeway,757501813
,,8.19,8.19,,Safeway,489000444
,,23.99,24.19,,Safeway,230451071
,,3.79,3.89,,Safeway,75242878
,,27.89,28.19,,Safeway,697589645
,,56.89,57.49,,Safeway,936330605
,,56.19,56.79,,Safeway,714138116
,,45.89,,,Safeway,59479815
,,59.99,60.59,,Safeway,888666503
,,49.99,,,Safeway,963858888
,,19.19,19.29,,Safeway,113921219
,,41.49,,,Safeway,258597638
,,29.49,29.79,,Safeway,354630366
,,8.99,9.09,,Safeway,725772193
,,36.39,36.79,,Safeway,376851918
,,41.29,,,Safeway,285195716
,,22.49,,,Safeway,105664025
,,4.59,4.69,,Safeway,266112120
,,42.69,43.19,,Safeway,340260209
,,13.19,13.29,,Safeway,575714399
,,58.19,58.79,,Safeway,950498192
,,27.39,27.69,,Safeway,19982129
,,37.89,38.29,,Safeway,431156925
,,24.79,24.99,,Safeway,441772088
,,55.99,56.59,,Safeway,818139689
,,20.59,20.79,,Safeway,568480217
,,36.59,36.99,,Safeway,848280790
,,50.79,51.39,,Safeway,60912855
,,55.59,56.19,,Safeway,726107443
,,55.89,,,Safeway,112817865
,,51.99,52.49,,Safeway,270412866
,,2.49,,,Safeway,377295085
,,44.69,45.19,,Safeway,200809424
,,56.19,,,Safeway,111650456
,,30.19,30.49,,Safeway,228431403
,,57.89,58.49,,Safeway,254804864
,,31.59,,,Safeway,440309024
,,6.89,6.99,,Safeway,647962512
,,14.19,14.29,,Safeway,926444424
,,33.89,,,Safeway,842968031
,,21.69,21.89,,Safeway,827352822
,,6.19,,,Safeway,598589918
,,23.49,23.69,,Safeway,783845705
,,4.39,4.49,,Safeway,488377803
,,13.09,,,Safeway,426268457
,,9.59,9.69,,Safeway,579355486
,,9.69,,,Safeway,905792642
,,22.29,,,Safeway,54236183
,,15.59,15.79,,Safeway,110354720
,,27.49,27.79,,Safeway,518047270
,,26.89,27.19,,Safeway,840138489
,,45.09,45.49,,Safeway,821504223
,,45.79,46.19,,Safeway,201346142
,,35.49,35.79,,Safeway,845328666
,,51.09,51.69,,Safeway,534498710
,,33.19,33.49,,Safeway,736362595
,,2.49,2.59,,Safeway,592499340
,,42.99,43.39,,Safeway,938758588
,,1.89,,,Safeway,526328901
,,51.89,52.39,,Safeway,801329171
,,12.29,12.39,,Safeway,447640332
,,58.79,59.39,,Safeway,614892418
,,51.69,52.19,,Safeway,438682627
,,29.89,30.19,,Safeway,332493471
,,20.29,20.49,,Safeway,312735668
,,43.39,43.79,,Safeway,189565540
,,12.09,12.19,,Safeway,44385546
,,46.19,46.69,,Safeway,791901779
,,40.69,,,Safeway,541944658
,,23.09,23.39,,Safeway,700041439
,,35.69,36.09,,Safeway,291765113
,,48.79,49.29,,Safeway,538783344
,,19.39,19.59,,Safeway,745216676
,,26.29,26.59,,Safeway,882672998
,,18.89,19.09,,Safeway,723906184
,,50.49,50.99,,Safeway,200253393
,,20.09,20.29,,Safeway,698832542
,,36.29,36.69,,Safeway,163809044
,,24.59,24.79,,Safeway,912415151
,,51.59,,,Safeway,299905463
,,1.89,1.89,,Safeway,355520088
,,7.99,,,Safeway,21872584
,,37.49,37.79,,Safeway,614290704
,,25.89,26.19,,Safeway,57714338
,,23.99,24.29,,Safeway,73570156
,,26.59,26.89,,Safeway,488091787
,,3.29,3.39,,Safeway,744789087
,,56.59,57.19,,Safeway,193736714
,,30.39,30.69,,Safeway,839680734
,,23.59,23.79,,Safeway,268588472
,,36.29,36.69,,Safeway,998831540
,,44.39,44.89,,Safeway,544719559
,,53.19,53.79,,Safeway,272466316
,,32.69,32.99,,Safeway,614172105
,,36.69,37.09,,Safeway,587816654
,,40.69,41.09,,Safeway,112509592
,,45.19,45.59,,Safeway,525996730
,,13.79,13.99,,Safeway,762977091
,,17.89,18.09,,Safeway,955421336
,,25.39,25.69,,Safeway,87093736
,,39.89,40.29,,Safeway,607409332
,,6.49,6.59,,Safeway,416724552
,,29.19,29.49,,Safeway,171858013
,,39.79,40.19,,Safeway,615121896
,,56.59,57.19,,Safeway,506238955
,,47.59,48.09,,Safeway,363461563
,,36.49,36.79,,Safeway,774342015
,,40.99,41.49,,Safeway,555275616
,,56.19,56.79,,Safeway,591915659
,,36.69,37.09,,Safeway,161725486
,,38.49,38.89,,Safeway,250622702
,,39.09,,,Safeway,292740862
,,38.09,38.39,,Safeway,113224794
,,36.59,36.99,,Safeway,392781848
,,52.29,52.79,,Safeway,441404447
,,24.49,24.69,,Safeway,99583114
,,33.49,33.79,,Safeway,959211839
,,38.39,,,Safeway,676939567
,,24.39,24.69,,Safeway,531197407
,,34.09,34.39,,Safeway,66025021
,,55.29,55.89,,Safeway,470178735
,,27.09,27.39,,Safeway,763210027
,,29.09,29.39,,Safeway,704505214
,,32.29,32.69,,Safeway,107865183
,,17.29,17.49,,Safeway,25313327
,,47.09,47.59,,Safeway,883647960
,,44.69,,,Safeway,683028909
,,50.49,50.99,,Safeway,681789308
,,21.99,22.19,,Safeway,711957058
,,4.39,4.39,,Safeway,864128161
,,34.49,,,Safeway,939282782
,,8.19,8.29,,Safeway,71726448
,,46.89,47.29,,Safeway,346844734
,,34.99,35.39,,Safeway,244899396
,,21.29,21.49,,Safeway,129232150
,,39.29,39.69,,Safeway,443127155
,,39.59,39.99,,Safeway,514912132
,,49.49,49.99,,Safeway,311149036
,,22.49,,,Safeway,612017146
,,26.49,26.79,,Safeway,774949377
,,55.89,,,Safeway,65837987
,,47.09,47.49,,Safeway,177925497
,,36.99,,,Safeway,489398729
,,56.59,57.19,,Safeway,236677062
,,17.99,18.19,,Safeway,688858216
,,16.59,,,Safeway,962420701
,,22.39,22.69,,Safeway,728311671
,,26.49,26.79,,Safeway,929458444
,,36.79,,,Safeway,396134202
,,57.29,57.89,,Safeway,38126522
,,24.19,24.49,,Safeway,627416688
,,14.59,14.79,,Safeway,574169049
,,12.79,,,Safeway,952635660
,,48.19,48.69,,Safeway,971923169
,,48.19,,,Safeway,886105169
,,27.29,27.59,,Safeway,98441419
,,53.49,54.09,,Safeway,305207870
,,26.19,26.49,,Safeway,23493525
,,30.49,,,Safeway,644874729
,,15.69,15.79,,Safeway,714264288
,,26.59,26.79,,Safeway,361415663
,,10.99,,,Safeway,358265858
,,15.39,15.49,,Safeway,885481376
,,58.39,58.99,,Safeway,835193761
,,14.19,14.29,,Safeway,458313112
,,13.49,13.69,,Safeway,437172755
,,45.89,,,Safeway,958465158
,,53.99,,,Safeway,899956196
,,17.89,17.99,,Safeway,152458350
,,29.99,30.39,,Safeway,115681900
,,43.09,43.59,,Safeway,865020811
,,5.39,,,Safeway,22132676
,,54.09,54.69,,Safeway,305310988
,,10.79,10.89,,Safeway,708247357
,,10.99,11.09,,Safeway,62068892
,,58.89,,,Safeway,584598491
,,1.19,1.19,,Safeway,372268051
,,1.19,1.19,,Safeway,77460052
,,30.19,,,Safeway,375916960
,,48.19,48.69,,Safeway,337353166
,,36.89,37.19,,Safeway,687061455
,,58.39,58.99,,Safeway,594035260
,,48.99,49.49,,Safeway,749133422
,,44.99,45.39,,Safeway,965370690
,,56.49,57.09,,Safeway,94849573
,,55.29,,,Safeway,533704030
,,56.09,56.69,,Safeway,841392681
,,34.19,34.49,,Safeway,122484761
,,20.09,,,Safeway,557031026
,,34.29,34.59,,Safeway,556223651
,,48.59,49.09,,Safeway,287415946
,,7.59,7.69,,Safeway,381867389
,,43.39,43.79,,Safeway,583333446
,,42.49,42.89,,Safeway,193724353
,,57.69,58.29,,Safeway,132112942
,,34.69,,,Safeway,73544548
,,38.59,38.99,,Safeway,172380215
,,4.39,4.39,,Safeway,790066655
,,34.99,35.29,,Safeway,53317855
,,39.09,39.49,,Safeway,990258086
,,1.39,1.39,,Safeway,509116779
,,16.99,17.19,,Safeway,471370637
,,56.09,56.69,,Safeway,41066545
,,32.69,32.99,,Safeway,545133835
,,34.49,,,Safeway,171059624
,,24.89,25.19,,Safeway,376153383
,,3.49,3.59,,Safeway,701377201
,,51.19,51.69,,Safeway,429624919
,,52.79,53.29,,Safeway,655347860
,,0.89,0.89,,Safeway,557637639
,,57.19,57.79,,Safeway,545019950
,,29.89,30.19,,Safeway,942541787
,,23.99,24.19,,Safeway,627807402
,,25.79,25.99,,Safeway,507203618
,,11.59,11.69,,Safeway,373413450
,,4.89,4.89,,Safeway,236468029
,,40.69,,,Safeway,947534594
,,37.69,,,Safeway,827898456
,,19.99,20.19,,Safeway,94769945
,,45.99,46.39,,Safeway,620047925
,,26.99,27.19,,Safeway,151145905
,,35.29,35.69,,Safeway,213387822
,,39.39,39.79,,Safeway,416642778
,,44.69,,,Safeway,298558534
,,19.39,,,Safeway,585091176
,,28.29,,,Safeway,843645850
,,51.49,51.99,,Safeway,426540728
,,52.99,53.59,,Safeway,81313305
,,55.89,,,Safeway,357064541
,,39.19,39.59,,Safeway,229341656
,,26.99,,,Safeway,200282631
,,43.99,44.49,,Safeway,173173585
,,37.59,,,Safeway,988776021
,,0.69,0.79,,Safeway,902552274
,,17.89,18.09,,Safeway,16482322
,,11.49,11.69,,Safeway,835966795
,,54.59,55.19,,Safeway,827980895
,,26.99,27.19,,Safeway,400625108
,,45.49,45.99,,Safeway,870595943
,,19.89,20.09,,Safeway,124052151
,,59.29,59.99,,Safeway,981510405
,,42.59,43.09,,Safeway,52851370
,,13.59,13.79,,Safeway,456975266
,,33.29,33.69,,Safeway,244294577
,,42.69,43.19,,Safeway,514730047
,,28.49,28.79,,Safeway,810777505
,,17.79,17.99,,Safeway,874971914
,,32.59,32.99,,Safeway,314756902
,,19.29,19.49,,Safeway,554043945
,,8.69,8.79,,Safeway,226008184
,,9.69,9.79,,Safeway,673299284
,,7.49,7.59,,Safeway,234070455
,,17.19,17.29,,Safeway,459605874
,,36.99,37.29,,Safeway,106599165
,,24.59,24.79,,Safeway,549109328
,,20.99,21.19,,Safeway,944430721
,,59.09,,,Safeway,160430177
,,44.29,44.79,,Safeway,615706094
,,13.29,13.39,,Safeway,142231691
,,41.59,41.99,,Safeway,508604923
,,35.29,,,Safeway,658435562
,,21.09,21.29,,Safeway,480476230
,,5.79,5.89,,Safeway,152398257
,,37.39,37.79,,Safeway,794251522
,,3.49,3.49,,Safeway,376311065
,,14.39,,,Safeway,325260449
,,19.69,19.89,,Safeway,959054260
,,39.29,39.69,,Safeway,700660531
,,29.99,30.29,,Safeway,327470693
,,27.09,27.39,,Safeway,857721983
,,17.09,17.29,,Safeway,496444498
,,34.99,,,Safeway,980564443
,,57.49,58.09,,Safeway,876898615
,,38.89,39.29,,Safeway,310210791
,,16.89,16.99,,Safeway,917211564
,,44.49,44.89,,Safeway,895637329
,,53.99,54.49,,Safeway,731963540
,,5.29,5.39,,Safeway,665091890
,,3.69,3.79,,Safeway,749696942
,,40.39,,,Safeway,365185443
,,47.29,47.69,,Safeway,879777546
,,56.99,57.59,,Safeway,162045248
,,2.49,2.49,,Safeway,302256456
,,44.49,44.89,,Safeway,242743338
,,26.69,26.99,,Safeway,401436440
,,19.69,19.89,,Safeway,352259734
,,52.69,53.29,,Safeway,131820869
,,58.49,59.09,,Safeway,751783597
,,37.19,37.49,,Safeway,474794200
,,22.79,23.09,,Safeway,795937333
,,16.29,16.39,,Safeway,896974529
,,58.49,59.09,,Safeway,421428384
,,50.89,51.39,,Safeway,932170886
